524,1670429553.9698598,S
525,1670429571.9335096,F
526,1670429625.632015,F
527,1670429679.2707286,S
528,1670429710.302517,S
529,1670429747.6934369,F
530,1670429801.617911,S
531,1670429819.6544082,F
532,1670429873.5514824,S
533,1670429904.8864195,S
534,1670429922.9743624,F
535,1670429976.9265797,S
536,1670430021.7479894,F
537,1670430075.5058541,F
538,1670430129.501099,F
539,1670430183.416692,F
540,1670430237.2068665,S
541,1670430268.0424168,S
542,1670430299.5725105,S
543,1670430334.3120146,S
544,1670430372.30375,S
545,1670430388.6146693,F
546,1670430442.7290704,S
547,1670430459.1995003,F
548,1670430513.2845702,S
549,1670430542.8502855,S
550,1670430576.6359987,S
551,1670430620.2918522,S
552,1670430668.3212528,S
553,1670430703.8664622,S
554,1670430737.3777878,F
555,1670430791.2799985,F
