0,1671556493.4442537,S
1,1671556518.3250575,S
2,1671556529.4041429,F
3,1671556582.1103427,S
4,1671556594.1476598,S
5,1671556606.6972396,S
6,1671556619.0728955,F
7,1671556671.8366334,S
8,1671556685.4936943,S
9,1671556702.7397387,F
10,1671556755.6553783,S
11,1671556773.1573102,S
12,1671556788.4237745,S
13,1671556803.1953514,F
14,1671556856.2349405,F
15,1671556909.0856876,F
16,1671556961.7876055,F
17,1671557014.4984365,F
18,1671557067.1472983,S
19,1671557080.5198886,S
20,1671557091.5985034,S
21,1671557104.0371802,S
22,1671557117.2509277,F
23,1671557170.039725,S
24,1671557185.388328,F
25,1671557238.1167598,S
26,1671557257.7630506,F
27,1671557310.5475123,S
28,1671557321.62073,F
29,1671557374.36383,S
30,1671557393.376076,F
31,1671557446.1421318,S
32,1671557462.9783473,S
33,1671557479.338302,S
34,1671557492.1205711,S
35,1671557505.6042116,S
36,1671557520.8709106,F
37,1671557573.7602344,S
38,1671557592.1584594,F
39,1671557644.9414668,S
40,1671557655.4006774,S
41,1671557667.6571527,S
42,1671557678.4553409,S
43,1671557689.3482094,S
44,1671557700.2624018,F
45,1671557753.1179447,S
46,1671557773.082381,F
47,1671557825.7944872,F
48,1671557878.3810658,F
49,1671557931.0308313,F
50,1671557983.6588044,S
51,1671558000.244303,S
52,1671558014.7835455,F
53,1671558067.5032225,S
54,1671558080.880659,F
55,1671558133.5657425,S
56,1671558150.8754168,F
57,1671558203.5475194,S
58,1671558218.6507258,S
59,1671558233.1101792,S
60,1671558248.2233381,S
61,1671558265.3562968,S
62,1671558283.8539476,S
63,1671558300.7173445,S
64,1671558312.0978327,F
65,1671558364.762453,S
66,1671558378.0673666,S
67,1671558393.500124,S
68,1671558405.7682579,F
69,1671558458.4719887,S
70,1671558468.8074417,F
71,1671558521.46713,F
72,1671558574.0667543,S
73,1671558584.3681183,F
74,1671558637.0999799,S
75,1671558651.4937053,S
76,1671558671.3865328,F
77,1671558724.0276818,S
78,1671558740.4318564,S
79,1671558760.1961896,F
80,1671558812.9143898,S
81,1671558828.3616228,S
82,1671558848.6014729,S
83,1671558860.0317194,F
84,1671558912.7414656,S
85,1671558926.3749301,S
86,1671558943.6366804,S
87,1671558968.3414183,F
88,1671559021.0251086,F
89,1671559073.661797,S
90,1671559084.2829776,F
91,1671559136.9634535,S
92,1671559149.3700314,S
93,1671559161.454435,S
94,1671559176.3984327,F
95,1671559229.0692403,S
96,1671559239.4023585,F
97,1671559292.0632298,S
98,1671559307.3974288,F
99,1671559360.0611193,F
100,1671559412.738053,F
101,1671559465.41987,S
102,1671559480.7497995,F
103,1671559533.434692,S
104,1671559548.1112282,F
105,1671559600.8243709,S
106,1671559614.1889985,S
107,1671559631.8811085,F
108,1671559684.5391533,S
109,1671559704.7762647,F
110,1671559757.447689,S
111,1671559773.023583,S
112,1671559794.4633596,S
113,1671559813.7757022,S
114,1671559830.4593062,F
115,1671559883.1471524,F
116,1671559935.8415728,S
117,1671559950.7748659,S
118,1671559964.3977308,S
119,1671559985.0750117,F
120,1671560037.746822,S
121,1671560055.7292557,S
122,1671560068.4870548,F
123,1671560121.2124467,F
124,1671560173.929624,S
125,1671560192.5235295,S
126,1671560213.5218055,F
127,1671560266.1520736,S
128,1671560278.3838816,F
129,1671560331.095946,F
130,1671560383.7999427,F
131,1671560436.4567797,F
132,1671560489.0916271,F
133,1671560541.7754781,S
134,1671560565.9713247,F
135,1671560618.6443226,F
136,1671560671.2131462,F
137,1671560723.8798928,S
138,1671560745.9457579,F
139,1671560798.6320748,S
